Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),Resolved_State,Resolved_Location,Location_Class
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"ENHANCING THE STATE OF EDUCATIONAL INSTITUTIONS BY PROVIDING NECESSARY INFRASTRUCTURE TO SCHOOLS AND BOOKS, STATIONERY & OTHER RELEVANT MATERIAL TO UNDERPRIVILEGED CHILDREN",,SCHEDULE VII (II),99.72,99.72,,49.86,"G.S.B.SEVA MANDAL,NAMASANKEERTHANA,SHREE HARIHARAPUTRA BHAJAN SAMAJ,ROTARY BORIVALI EAST FOUNDATION,PRIME EDUCATION HEALTH LEARNING SERVICES,SREE NARAYANA MANDIRA SAMITI,TATA DHAN ACADEMY,JNANA PRABODHINI, SOLAPUR,THINK FOUNDATION,SARASWATAM,BOMBAY ROUND TABLE NO.2 CHARITABLE TRUST,NAANDI FOUNDATION,SAMBHAV FOUNDATION,NANHA TARA WELFARE FOUNDATION",49.86,RAJASTHAN,NAGAUR,District
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"ENHANCING THE STATE OF EDUCATIONAL INSTITUTIONS BY PROVIDING NECESSARY INFRASTRUCTURE TO SCHOOLS AND BOOKS, STATIONERY & OTHER RELEVANT MATERIAL TO UNDERPRIVILEGED CHILDREN",,SCHEDULE VII (II),99.72,99.72,,49.86,"G.S.B.SEVA MANDAL,NAMASANKEERTHANA,SHREE HARIHARAPUTRA BHAJAN SAMAJ,ROTARY BORIVALI EAST FOUNDATION,PRIME EDUCATION HEALTH LEARNING SERVICES,SREE NARAYANA MANDIRA SAMITI,TATA DHAN ACADEMY,JNANA PRABODHINI, SOLAPUR,THINK FOUNDATION,SARASWATAM,BOMBAY ROUND TABLE NO.2 CHARITABLE TRUST,NAANDI FOUNDATION,SAMBHAV FOUNDATION,NANHA TARA WELFARE FOUNDATION",49.86,RAJASTHAN,SIKAR,District
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"ENHANCING THE STATE OF EDUCATIONAL INSTITUTIONS BY PROVIDING NECESSARY INFRASTRUCTURE TO SCHOOLS AND BOOKS, STATIONERY & OTHER RELEVANT MATERIAL TO UNDERPRIVILEGED CHILDREN",,SCHEDULE VII (II),99.72,99.72,,49.86,"G.S.B.SEVA MANDAL,NAMASANKEERTHANA,SHREE HARIHARAPUTRA BHAJAN SAMAJ,ROTARY BORIVALI EAST FOUNDATION,PRIME EDUCATION HEALTH LEARNING SERVICES,SREE NARAYANA MANDIRA SAMITI,TATA DHAN ACADEMY,JNANA PRABODHINI, SOLAPUR,THINK FOUNDATION,SARASWATAM,BOMBAY ROUND TABLE NO.2 CHARITABLE TRUST,NAANDI FOUNDATION,SAMBHAV FOUNDATION,NANHA TARA WELFARE FOUNDATION",49.86,RAJASTHAN,UDAIPUR,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"ENHANCING THE STATE OF EDUCATIONAL INSTITUTIONS BY PROVIDING NECESSARY INFRASTRUCTURE TO SCHOOLS AND BOOKS, STATIONERY & OTHER RELEVANT MATERIAL TO UNDERPRIVILEGED CHILDREN",,SCHEDULE VII (II),99.72,99.72,,49.86,"G.S.B.SEVA MANDAL,NAMASANKEERTHANA,SHREE HARIHARAPUTRA BHAJAN SAMAJ,ROTARY BORIVALI EAST FOUNDATION,PRIME EDUCATION HEALTH LEARNING SERVICES,SREE NARAYANA MANDIRA SAMITI,TATA DHAN ACADEMY,JNANA PRABODHINI, SOLAPUR,THINK FOUNDATION,SARASWATAM,BOMBAY ROUND TABLE NO.2 CHARITABLE TRUST,NAANDI FOUNDATION,SAMBHAV FOUNDATION,NANHA TARA WELFARE FOUNDATION",49.86,TAMIL NADU,MADURAI,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"ENHANCING THE STATE OF EDUCATIONAL INSTITUTIONS BY PROVIDING NECESSARY INFRASTRUCTURE TO SCHOOLS AND BOOKS, STATIONERY & OTHER RELEVANT MATERIAL TO UNDERPRIVILEGED CHILDREN",,SCHEDULE VII (II),99.72,99.72,,49.86,"G.S.B.SEVA MANDAL,NAMASANKEERTHANA,SHREE HARIHARAPUTRA BHAJAN SAMAJ,ROTARY BORIVALI EAST FOUNDATION,PRIME EDUCATION HEALTH LEARNING SERVICES,SREE NARAYANA MANDIRA SAMITI,TATA DHAN ACADEMY,JNANA PRABODHINI, SOLAPUR,THINK FOUNDATION,SARASWATAM,BOMBAY ROUND TABLE NO.2 CHARITABLE TRUST,NAANDI FOUNDATION,SAMBHAV FOUNDATION,NANHA TARA WELFARE FOUNDATION",49.86,TAMIL NADU,VELLORE,District
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"ENHANCING THE STATE OF EDUCATIONAL INSTITUTIONS BY PROVIDING NECESSARY INFRASTRUCTURE TO SCHOOLS AND BOOKS, STATIONERY & OTHER RELEVANT MATERIAL TO UNDERPRIVILEGED CHILDREN",,SCHEDULE VII (II),99.72,99.72,,49.86,"G.S.B.SEVA MANDAL,NAMASANKEERTHANA,SHREE HARIHARAPUTRA BHAJAN SAMAJ,ROTARY BORIVALI EAST FOUNDATION,PRIME EDUCATION HEALTH LEARNING SERVICES,SREE NARAYANA MANDIRA SAMITI,TATA DHAN ACADEMY,JNANA PRABODHINI, SOLAPUR,THINK FOUNDATION,SARASWATAM,BOMBAY ROUND TABLE NO.2 CHARITABLE TRUST,NAANDI FOUNDATION,SAMBHAV FOUNDATION,NANHA TARA WELFARE FOUNDATION",49.86,UTTAR PRADESH,LUCKNOW,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"ENHANCING THE STATE OF EDUCATIONAL INSTITUTIONS BY PROVIDING NECESSARY INFRASTRUCTURE TO SCHOOLS AND BOOKS, STATIONERY & OTHER RELEVANT MATERIAL TO UNDERPRIVILEGED CHILDREN",,SCHEDULE VII (II),99.72,99.72,,49.86,"G.S.B.SEVA MANDAL,NAMASANKEERTHANA,SHREE HARIHARAPUTRA BHAJAN SAMAJ,ROTARY BORIVALI EAST FOUNDATION,PRIME EDUCATION HEALTH LEARNING SERVICES,SREE NARAYANA MANDIRA SAMITI,TATA DHAN ACADEMY,JNANA PRABODHINI, SOLAPUR,THINK FOUNDATION,SARASWATAM,BOMBAY ROUND TABLE NO.2 CHARITABLE TRUST,NAANDI FOUNDATION,SAMBHAV FOUNDATION,NANHA TARA WELFARE FOUNDATION",49.86,WEST BENGAL,DARJEELING,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,ANDHRA PRADESH,ANANTHAPURAMU,Town
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,ANDHRA PRADESH,KURNOOL,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,ANDHRA PRADESH,TIRUPATI,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,ANDHRA PRADESH,VIJAYAWADA,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,ANDHRA PRADESH,VISAKHAPATNAM,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,ASSAM,DIBRUGARH,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,ASSAM,GUWAHATI,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,BIHAR,MUZAFFARPUR,District
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,BIHAR,PATNA,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,BIHAR,PURNEA,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,DELHI,RAJKOT,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,GUJARAT,RAJKOT,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,HARYANA,YAMUNA NAGAR,Town
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,HIMACHAL PRADESH,SHIMLA,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,JAMMU & KASHMIR,KISHTWAR,Town
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,JHARKHAND,DHANBAD,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,JHARKHAND,GOMIA,Town
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,JHARKHAND,RANCHI,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,KARNATAKA,BELAGAVI,District
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,KARNATAKA,BENGALURU,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,KARNATAKA,BIDAR,District
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,KARNATAKA,BIJAPUR,Town
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,KARNATAKA,GULBARGA,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,KARNATAKA,HUBLI,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,KARNATAKA,MANGALURU,City
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,"IMPROVING HEALTH CONDITIONS AND MEDICAL FACILITIES IN VARIOUS VILLAGES ACROSS THE NATION BY ORGANISING BLOOD DONATION CAMPS, EYE CHECK-UP CAMPS, HEALTH CAMPS AND ALSO BY PROVIDING MEDICAL AID",,SCHEDULE VII (I),263.22,263.22,,131.61,"GENESIS FOUNDATION,NAIR CHARITABLE HOSPITAL DEPT.DEVELOPMENT FOUNDATION,INDIAN DEVELOPMENT FOUNDATION,SIDDHIVINAYAK CHARITABLE TRUST,THINK FOUNDATION,SRI SHANMUKHANANDA FINE ARTS & SANGEETHA SABHA,FAMILY PLANNING ASSOCIATION OF INDIA,BRINDABAN SEVA SANGHAM",131.61,KARNATAKA,SHIMOGA,District
