Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),States (City/Town/District/Village)
ACC,ACC LTD.,ACC VIDYA UTKARSH QUALITY EDUCATION PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN WOMEN ELDERLY AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECT,,SCHEDULE VII (II),154.25,128.25,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,JAN MANGAL SANSTHAN,INDIAN GRAMEEN SERVICES,BALA JI ASSOCIATES,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,CREDA,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,LOKA KALYAN PARISHAD,DEEDS,MAHASHAKTI FOUNDATION,NAAD GUNJAN KALA PARISHAD,AKRUTI RURAL DEVELOPMENT TRUST,WESTRIC TRUST,JAN SEVAK SAMITI,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,PANCHAM RESEARCH & BIO TECH SANSTHAN,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,HARITIKA,IIMPACT, NEW DELHI,SATTVA,SARVA SEVA SAMITI SANSTHA,AMHI AMCHYA AROGYASATHI,CHATTISGARH PRADESH JUDO SANGH,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,CREATIVE INDIA,SANSKAR,CENTUM FOUNDATION,UDYOGINI",,,,"CHHATTISGARH (BILASPUR,DURG),HARYANA (MEWAT),HIMACHAL PRADESH (SIRMAUR),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI,SHEOPUR),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (ALWAR,BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ,JAUNPUR,MIRZAPUR,SHAHJAHANPUR,SHRAVASTI),UTTARAKHAND (RUDRAPRAYAG),WEST BENGAL (PURULIA)"
ACC,ACC LTD.,"ALL WEATHER RURAL ROADS CONSTRUCTION AS PER COMMUNITY NEEDS, TRANSPORTATION INFRASTRUCTURE",,SCHEDULE VII (X),283.5,336.75,,,,,"CHHATTISGARH (BILASPUR),MADHYA PRADESH (KATNI)"
ACC,ACC LTD.,"CAPACITY BUILDING OF WOMEN FOR LIVELIHOOD PROJECTS, FORMATION OF SELF HELP GROUPS (SHGS) THEIR TRAININGS, SUPPORTING IN SETTING UP OF ENTERPRISES,",,SCHEDULE VII (II),236.25,189.75,,,,,"CHHATTISGARH (DURG),HIMACHAL PRADESH (BILASPUR),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)"
ACC,ACC LTD.,DEVELOPMENT SUPPORT TO PEOPLE BELONGING TO TRIBAL BACKWARD CLASS(CAPACITY BUILDING ON LIVELIHOOD PROJECTS),,SCHEDULE VII (III),37.5,66.75,,,,,"KARNATAKA (WADI),TAMIL NADU (VELLORE)"
ACC,ACC LTD.,"DEVELOPMENT SUPPORT TO UNDERPRIVILEGED COMMUNITY,INCLUDING AGRICULTURE SUPPORT TO FARMERS",,SCHEDULE VII (III),528.75,513.75,,,,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)"
ACC,ACC LTD.,"EDUCATIONAL SCHOLARSHIP, BRIDGE EDUCATION,TUITION SUPPORT,BOOK PROVISIONING,SETTING UP LIBRARY AND PROVIDING EDUCATIONAL AID TO GOVT. SCHOOLS,",,SCHEDULE VII (II),240.75,291.75,,,,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)"
ACC,ACC LTD.,"INFANT MORTALITY RATE (IMR), MATERNAL MORTALITY RATE(MMR) AND MALNUTRITION REDUCTION, HEALTH CAMPS ETC.",,SCHEDULE VII (I),236.25,189.0,,,,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)"
ACC,ACC LTD.,"PROVIDING SAFE DRINKING WATER TO COMMUNITY, INSTALLING HAND PUMPS, WATER TANKS, RECHARGING PONDS, MAINTENANCE OF WATER HARVESTING STRUCTURES, SUPPORTING IN TOILET CONSTRUCTION, SUPPORTING IN CONSTRUCTION OF DRAINAGE SANITATION DRINKING WATER",,SCHEDULE VII (I),189.0,230.25,,,,,"ANDHRA PRADESH (KADAPA),CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)"
ACC,ACC LTD.,SCHOLARSHIP TO MERITORIOUS STUDENTS,,SCHEDULE VII (II),37.5,0.75,,,,,"KARNATAKA (WADI),UTTARAKHAND (RUDRAPRAYAG)"
ACC,ACC LTD.,SUPPORTING CONSTRUCTION OF HOUSES FOR VICTIMS OF NATURAL CALAMITIES,,SCHEDULE VII (VIII),37.5,6.0,,,,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)"
ACC,ACC LTD.,"VOCATIONAL TRAINING TO UNEMPLOYED YOUTH, SCHOOL DROP OUTS, PLACEMENT LINKED SKILLS DEVELOPMENT TRAINING TO UNEMPLOYED YOUTH",,SCHEDULE VII (II),138.0,174.75,,,,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)"
ACCELYA,ACCELYA SOLUTIONS INDIA LTD.,CORPUS FUND TO CSA,,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (IV), SCHEDULE VII (V), SCHEDULE VII (VI), SCHEDULE VII (VII), SCHEDULE VII (VIII), SCHEDULE VII (IX), SCHEDULE VII (X), SCHEDULE VII (XI)",67.5,67.5,,,,,ALL STATES
ACCELYA,ACCELYA SOLUTIONS INDIA LTD.,PROJECT - EDUCATION EDUCATION MODULE CREATION AND IMPLEMENTATION (INCLUDING TUITION TEACHERS TRAINING AND LIFE SKILLS TRAINING FOR OLDER CHILDREN) TUITION TEACHER HONORARIUM EXPENSES PROGRAM STAFF SALARY AND OTHER EXPENSES,,SCHEDULE VII (II),9.53,9.45,,,CATALYSTS FOR SOCIAL ACTION,,"GOA,MADHYA PRADESH,MAHARASHTRA,ODISHA"
ACCELYA,ACCELYA SOLUTIONS INDIA LTD.,"PROJECT - WASH (WATER, SANITATION & HYGIENE) TOILET/BATHROOM CONSTRUCTION/REPAIR EXPENSES CONSTRUCTION OF SEPTIC TANKS (INCLUDING REPAIRS) WATER - TANK/PUMP/FILTER HYGIENE AND SANITATION KITS OTHER INFRASTRUCTURE WORK AT CCIS (INCLUDING DORMITORY CONSTRUCTION, PAINTING, REPAIR AND MAINTENANCE AND ELECTRICAL EQUIPMENT ETC. TRAINING AND SENSITIZATION SUPPORT EXPENSES (HEALTH, NUTRITION, VOCATION, RECREATION ACTIVITIES ETC.) PROGRAM STAFF SALARY AND OTHER EXPENSES",,SCHEDULE VII (I),65.47,65.55,,,CATALYSTS FOR SOCIAL ACTION,,"GOA,MAHARASHTRA,ODISHA"
ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,"HEALTH OUTREACH PROGRAMME STATIC, MOBILE MEDICAL UNITS AND CAMPS FOR PRIMARY AND PREVENTIVE HEALTHCARE INCL. DIAGNOSTICS",,SCHEDULE VII (I),130.0,125.5,,,ACE EMERGENCY RESPONSE SERVICE TRUST,125.5,HARYANA (PALWAL & FARIDABAD)
ADANIENT,ADANI ENTERPRISES LTD.,ADANI VIDYA MANDIR,,SCHEDULE VII (II),176.0,176.0,ADANI FOUNDATION,176.0,,,GUJARAT (AHMEDABAD)
ADANIENT,ADANI ENTERPRISES LTD.,PROJECT UDAAN,,SCHEDULE VII (II),20.0,20.0,,20.0,,,GUJARAT (AHMEDABAD)
ADANIENT,ADANI ENTERPRISES LTD.,PROMOTING HEALTH CARE,,SCHEDULE VII (I),1.0,1.0,,1.0,,,GUJARAT (BITTA)
ADANIENT,ADANI ENTERPRISES LTD.,RURAL DEVELOPMENT PROJECT,,SCHEDULE VII (X),11.0,11.0,,11.0,,,GUJARAT (BITTA)
ADANIPORTS,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.,ADANI SKILL DEVELOPMENT CENTRE,,SCHEDULE VII (II),47.75,8.9,ADANI FOUNDATION,8.9,,,GUJARAT (MUNDRA)
ADANIPORTS,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.,"EDUCATION ASSISTANCE ADANI VIDYA MANDIR SCHOOL FOR UNDERPRIVILEGED CHILDREN MKEN PROJECT, PARVARISH PROJECT, SCIENCE ON WHEELS AND MATH FAIR, SUPPORT TO GOVT. SCHOOL EDUCATIONAL INST. CENTRE FOR EXCELLENCE, EDUCATIONAL VOCATIONAL GUIDANCE FAIR, LEARNING DELIGHT, BALA PROJECT, EDUCATION FOR FISHERFOLK, UDDAN, ADANI VIDYA MANDIRBHADRESHWAR, ADANI DAV PUBLIC SCHOOL AT MUNDRA EFFECTIVE TEACHERS, CHILD FRIENDLY BUILDING, AWARE PARENTS, TALENTED STUDENTS EFFECTIVE TEACHERS, CHILD FRIENDLY BUILDING, AWARE PARENTS, TALENTED STUDENTS, SUPPORT TO SCHOOL PROVIDING EDUCATION TO UNDER PRIVILEGES STUDENTS",,SCHEDULE VII (II),1161.16,1044.41,ADANI FOUNDATION,1044.41,,,"GUJARAT (AHMEDABAD,DAHEJ,GANDHINAGAR,HAZIRA,MUNDRA)"
ADANIPORTS,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.,"MEDICAL SUPPORT TO VERY NEEDY AND POOR PATIENTS, KIDNEY STONE - PREVENTION AND DETECTION CARE PROGRAMME, ANNUAL MALTY SPECIALTY CAMP, HEALTH CARD TO SENIOR CITIZENS, SUPPORT IN ICDS TO REDUCE MALNOURISHMENT, COLLABORATIVE ACTIONS IN LOWERING MATERNITY ENCOUNTERS DEATH (CALMED), DEADBODY CARRYING VAN COMMUNITY HEALTH PROGRAMME AT DAHEJ COMMUNITY HEALTH PROGRAMME, HAZIRA ESTABLISHING MULTI-SPECIALITY CHARUSAT HOSPITAL PUBLIC AWARENESS OF INDIAN CULTURE, SOCIAL MORAL VALUE PREVENTION OF CARDIAC DIESES AND TO CARRY OUT HEART SURGERY FOR ADULT POOR PATIENTS HEALTH, SANITATION AND EDUCATION RELATED AWARENESS ACTIVITY, COMMUNITY DEVELOPMENT AND INCOME GENERATION ACTIVITY DISTRIBUTION OF BLANKET FOR FLOOD AFFECTED AREA",,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (V)",497.78,566.04,ADANI FOUNDATION,566.04,,,"DELHI (NEW DELHI),GUJARAT (AHMEDABAD,ANAND,DAHEJ,HAZIRA,MUNDRA,RAJKOT),JAMMU & KASHMIR"
ADANIPORTS,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.,PRIME MINISTER'S RELIEF FUND AT J&K,,SCHEDULE VII (VIII),100.0,100.0,,100.0,,,JAMMU & KASHMIR
ADANIPORTS,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.,RURAL INFRASTRUCTURE DEVELOPMENT AT MUNDRA RURAL INFRASTRUCTURE DEVELOPMENT AT DAHEJ RURAL INFRASTRUCTURE DEVELOPMENT AT HAZIRA,,SCHEDULE VII (X),1555.85,1443.71,ADANI FOUNDATION,1443.71,,,"GUJARAT (DAHEJ,HAZIRA,MUNDRA)"
ADANIPORTS,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.,SUPPORT TO CHESS PLAYER ANKIT RAJPARA PROMOTION OF SOCIAL CHARITABLE AND WELFARE ACTIVITIES,,SCHEDULE VII (VII),17.5,14.5,ADANI FOUNDATION,14.5,,,"GUJARAT (AHMEDABAD,BHUJ)"
ADANIPORTS,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.,"SUSTAINABLE LIVELIHOOD FOR FISHER FOLK, WOMEN EMPOWERMENT, AGRICULTURE INITIATIVES AND SUPPORT, COMMUNITY ENGAGEMENT THROUGH RURAL SPORTS INCOME GENERATION ACTIVITIES COMMUNITY ENGAGEMENT THROUGH RURAL SPORTS GREEN HAZIRA CLEAN HAZIRA PROJECT COMMUNITY ENGAGEMENT THROUGH RURAL SPORTS ANIMAL HUSBANDRY AND RELATED INITIATIVE - CAPACITY BUILDING & SUPPORT FOR INCOME GENERATION & CONSTRUCTION OF BIOGAS PLANTS. ANIMAL HUSBANDRY AND RELATED INITIATIVE SHELTER TO POOR SINGLE PARENT CHILDERN",,"SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (IV), SCHEDULE VII (VII)",411.8,412.77,ADANI FOUNDATION,412.77,,,"GUJARAT (DAHEJ,HAZIRA,KACHCHH,MUNDRA),MAHARASHTRA (TIRODA)"
ABCIL,ADITYA BIRLA CHEMICALS (INDIA) LTD.,"1. PREVENTIVE HEALTH CARE IMMUNISATION, PULSE POLIO IMMUNIZATION, HEALTH CHECK-UP CAMPS, AMBULANCE MOBILE DISPENSARY PROGRAM, MALARIA/DIARRHOEA /CONTROL PROGRAMSHEALTH & HYGIENE AWARENESS PROGRAMS, SCHOOL HEALTH/EYE/ DENTAL CAMPS, YOGA/FITNESS CLASSES. 2. CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS SPECIALIZED HEALTH CAMPSEYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT, ETC.), CLEFT CAMP, HOMEOPATHIC/AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS, LEPROSY, COMPANY OPERATED HOSPITALS/DISPENSARIES/CLINIC. 3. REPRODUCTIVE AND CHILD HEALTH MOTHER AND CHILD HEALTH CARE (ANTE NATAL CARE, PRE NATAL CARE AND NEONATAL CARE),ADOLESCENT HEALTH CARE, INFANT AND CHILD HEALTH (HEALTHY BABY COMPETITION), SUPPORT TO FAMILY PLANNING /CAMPS, NUTRITIONAL PROGRAMS FOR MOTHER/CHILD. 4. QUALITY/ SUPPORT PROGRAM REFERRAL SERVICES TREATMENT OF BPL, OLD AGE OR NEEDY PATIENT, HIV- AIDS AWARENESS PROGRAM, RTI/ STD AWARENESS PROGRAM, SUPPORT FOR DIFFERENTLY ABLE, AMBULANCE SERVICES, BLOOD DONATION CAMPS, BLOOD GROUPING. 5. HEALTH INFRASTRUCTURE BUILDINGS AND CIVIL STRUCTURES(NEW), BUILDINGS AND CIVIL STRUCTURES(RENOVATION AND MAINTENANCE), VILLAGE COMMUNITY SANITATION (TOILETS/DRAINAGE), INDIVIDUAL TOILETS, DRINKING WATER NEW SOURCES, (HANDPUMP/RO/WATER TANK/WELL), DRINKING WATER EXISTING SOURCES (OPERATION/MAINTENANCE), WATER SOURCE PURIFICATION.",,SCHEDULE VII (I),116.49,117.04,,117.04,,,"JHARKHAND (PALAMAU & GARHWA),UTTAR PRADESH (SONBHADRA)"
ABCIL,ADITYA BIRLA CHEMICALS (INDIA) LTD.,"AGRICULTURE AND FARM BASED AGRICULTURE & HORTICULTURE TRAINING PROGRAM/ FARMERS GROUP TRANSFER OF TECHNOLOGY- DEMONSTRATION PLOTS, SUPPORT FOR HORTICULTURE PLOTS, SEEDS IMPROVEMENT PROGRAM, SUPPORT FOR IMPROVED AGRICULTURE EQUIPMENT AND INPUTSEXPOSURE VISITS /SUPPORT FOR AGRICULTURAL MELA, INTEGRATED AGRICULTURAL/HORTICULTURAL IMPROVEMENT, PROGRAM/PRODUCTIVITY IMPROVEMENT PROGRAMS, SOIL HEALTH AND ORGANIC FARMING. ANIMAL HUSBANDRY BASED TREATMENT AND VACCINATION, BREED IMPROVEMENT PRODUCTIVITY, IMPROVEMENT PROGRAMS AND TRAINING. NON-FARM& SKILLS BASED INCOME GENERATION PROGRAM CAPACITY BUILDING PROGRAM-TAILORING, BEAUTY PARLOUR, MECHANICAL, RURAL ENTERPRISE DEVELOPMENT& INCOME GENERATION PROGRAMS, SUPPORT TO SHGS FOR ENTREPRENEURIAL ACTIVITIES NATURAL RESOURCE CONSERVATION PROGRAMS & NON-CONVENTIONAL ENERGY BIO GAS SUPPORT PROGRAM, SOLAR ENERGY SUPPORT AND OTHER ENERGY SUPPORT PROGRAMS - (LOW SMOKE WOOD STOVES/SKY LIGHT),PLANTATION / GREEN BELT DEVELOPMENT / ROADSIDE PLANTATION, SOIL CONSERVATION /LAND IMPROVEMENT, WATER CONSERVATION AND HARVESTING(SMALL STRUCTURES/ BIGGER STRUCTURES) , COMMUNITY PASTURE LAND DEVELOPMENT/ORCHARD DEVELOPMENT. LIVELIHOOD INFRASTRUCTURE",,"SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",9.35,7.36,,7.36,,,"JHARKHAND (PALAMAU & GARHWA),UTTAR PRADESH (SONBHADRA)"
ABCIL,ADITYA BIRLA CHEMICALS (INDIA) LTD.,"INSTITUTIONAL BUILDING & STRENGTHENING STRENGTHENING/ FORMATION OF COMMUNITY BASED ORGANIZATION (SHGS), SUPPORT TO DEVELOPMENT ORGANIZATIONS, OLD AGE HOME, ORPHANAGE SOCIAL SECURITY SUPPORT TO OLD AGE/ WIDOW/ PHYSICALLY CHALLENGED PERSON / POOR INSURANCE, PENSION SCHEME AWARENESS PROGRAMS COMMUNITY AWARENESS PROGRAM , AWARENESS CAMPAIGN SOCIAL ABUSE EARLY MARRIAGE / HIV PREVENTION SOCIAL EVENTS TO MINIMISE CAUSES OF POVERTY SUPPORT TO MASS MARRIAGE/ WIDOW REMARRIAGE, NATIONAL/INTERNATIONAL DAY CELEBRATIONS WITH COMMUNITY, SUPPORT WITH BASIC NECESSITIES. PROMOTION OF CULTURE/SPORTS SUPPORT TO RURAL CULTURAL PROGRAM, FESTIVALS & MELAS SUPPORT TO RURAL SPORTS. DISASTER RELIEF PROGRAMS",,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (V), SCHEDULE VII (VII), SCHEDULE VII (VIII)",4.5,3.97,,3.97,,,"JHARKHAND (PALAMAU & GARHWA),UTTAR PRADESH (SONBHADRA)"
ABCIL,ADITYA BIRLA CHEMICALS (INDIA) LTD.,"PRESCHOOL EDUCATION PROJECT BALWADIES / PLAYSCHOOLS / CRECHES, STRENGTHENING ANGANWADI CENTRE SCHOOL EDUCATION PROJECT ENROLLMENT AWARENESS PROGRAMS / EVENT, FORMAL SCHOOLS OUTSIDE CAMPUS (COMPANY RUN), EDUCATION MATERIAL (STUDY MATERIALS, UNIFORM, BOOKS ETC), SCHOLARSHIP (MERIT AND NEED BASED ASSISTANCE), SCHOOL COMPETITIONS / BEST TEACHER AWARD, CULTURAL EVENTS, QUALITY OF EDUCATION (SUPPORT TEACHERS, IMPROVE EDUCATION METHODS), SPECIALISED COACHING EXPOSURE VISITS / AWARENESS, FORMAL SCHOOLS INSIDE CAMPUS(COMPANY SCHOOLS), SUPPORT TO MIDDAY MEAL PROJECT. EDUCATION SUPPORT PROGRAMS KNOWLEDGE CENTRE AND LIBRARY, ADULT AND NON FORMAL EDUCATION, CELEBRATION OF NATIONAL DAYS / INTERNATIONAL DAYS, COMPUTER EDUCATION, REDUCING DROP-OUT AND CONTINUING EDUCATION (KASTURBA BALIKA/ BRIDGE COURSES/COUNSELING), CAREER COUNSELING AND ORIENTATION. VOCATIONAL AND TECHNICAL EDUCATION STRENGTHENING ITIS, SKILLS BASED INDIVIDUAL TRAINING PROGRAM SCHOOL INFRASTRUCTURE BUILDINGS AND CIVIL STRUCTURES(NEW), BUILDINGS AND CIVIL STRUCTURES(RENOVATION AND MAINTENANCE), SCHOOL SANITATION/DRINKING WATER, SCHOOL FACILITIES AND FIXTURES (FURNITURE/BLACKBOARDS/COMPUTERS)",,"SCHEDULE VII (I), SCHEDULE VII (II)",9.33,8.62,,8.62,,,"JHARKHAND (PALAMAU & GARHWA),UTTAR PRADESH (SONBHADRA)"
ABCIL,ADITYA BIRLA CHEMICALS (INDIA) LTD.,"RURAL INFRASTRUCTURE DEVELOPMENT OTHER THAN FOR THE PURPOSE OF HEALTH /EDUCATION/ LIVELIHOOD NEW ROADS/CULVERTS/BRIDGES/BUS STANDS, REPAIR ROADS/CULVERTS/BRIDGES/BUS STANDS/ COMMUNITY HALLS/ HOUSING, OTHER COMMUNITY ASSETS AND SHELTERS. RURAL DEVELOPMENT PROJECT",,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (X)",12.87,13.65,,13.65,,,"JHARKHAND (PALAMAU & GARHWA),KARNATAKA (UTTAR KANNADA),UTTAR PRADESH (SONBHADRA)"
ABIRLANUVO,ADITYA BIRLA NUVO LTD.,AGRICULTURE AND FARM BASED: AGRICULTURE AND HORTICULTURE TRAININGS; TRANSFER OF TECHNOLOGY; SUPPORT TO DEMONSTRATION PLOTS; AGRICULTURAL IMPLEMENTS AND INPUTS; EXPOSURE VISITS; INTEGRATED AGRICULTURE / HORTICULTURE PROGRAMMES; SOIL HEALTH AND ORGANIC FARMING,,"SCHEDULE VII (II), SCHEDULE VII (IV)",13.4,9.09,,9.09,,,"GUJARAT (GIR SOMNATH),UTTAR PRADESH (AMETHI)"
ABIRLANUVO,ADITYA BIRLA NUVO LTD.,ANIMAL HUSBANDRY: ANIMAL VACCINATION AND TREATMENT; BREED IMPROVEMENT; MILK PRODUCTIVITY IMPROVEMENT PROGRAMMES AND TRAININGS,,"SCHEDULE VII (II), SCHEDULE VII (IV)",0.6,2.74,,2.74,,,"GUJARAT (GIR SOMNATH),UTTAR PRADESH (AMETHI)"
ABIRLANUVO,ADITYA BIRLA NUVO LTD.,"AWARENESS PROGRAMMES COMMUNITY AWARENESS PROGRAMMES/ CAMPAIGN AGAINST SOCIAL ABUSE, EARLY MARRIAGES, HIV PREVENTION ETC.",,SCHEDULE VII (III),0.2,0.11,,0.11,,,"GUJARAT (GIR SOMNATH),WEST BENGAL (24 PARGANAS)"
ABIRLANUVO,ADITYA BIRLA NUVO LTD.,"CURATIVE HEALTH CARE PROGRAM: HOSPITALS/ DISPENSARIES/ CLINICS; GENERAL HEALTH CHECK UP CAMPS; SPECIALISED HEALTH CAMPS; EYE CAMPS; SURGICAL CAMPS; TUBERCULOSIS, SKIN CARE AND LEPROSY CARE CENTRE",,SCHEDULE VII (I),49.64,40.25,,40.25,,,"GUJARAT (GIR SOMNATH),KARNATAKA (BENGALURU),UTTAR PRADESH (AMETHI),WEST BENGAL (24 PARGANAS)"
ABIRLANUVO,ADITYA BIRLA NUVO LTD.,DISASTER RELIEF PROGRAMS:,,SCHEDULE VII (VIII),0.2,2.12,,2.12,,,"GUJARAT (GIR SOMNATH),UTTAR PRADESH (AMETHI),WEST BENGAL (24 PARGANAS)"
ABIRLANUVO,ADITYA BIRLA NUVO LTD.,EDUCATION SUPPORT PROGRAMS: KNOWLEDGE CENTRE/LIBRARY; ADULT/NON FORMAL EDUCATION; CELEBRATION OF NATIONAL DAYS; COMPUTER EDUCATION; REDUCING DROP OUT AND CONTINUING EDUCATION; KASTUBA GANDHI BALIKA VIDYALAYA; CAREER COUNSELLING,,SCHEDULE VII (II),47.38,48.03,,48.03,,,"GUJARAT (GIR SOMNATH),KARNATAKA (BENGALURU),UTTAR PRADESH (AMETHI),WEST BENGAL (24 PARGANAS)"
ABIRLANUVO,ADITYA BIRLA NUVO LTD.,HEALTH INFRASTRUCTURE: RENOVATION OF HEALTH CENTRES; VILLAGE / COMMUNITY SANITATIONS; INDIVIDUAL OILETS; REPAIR AND INSTALLATION OF NEW DRINKING WATER SOURCES; WATER PURIFICATIONS.,,SCHEDULE VII (I),949.39,467.88,,467.88,,,"GUJARAT (GIR SOMNATH),KARNATAKA (BENGALURU),UTTAR PRADESH (AMETHI),WEST BENGAL (24 PARGANAS)"
ABIRLANUVO,ADITYA BIRLA NUVO LTD.,INSTITUTIONAL BUILDING & STRENGTHENING: STRENGTHENING AND FORMATION OF COMMUNITY BASED ORGANISATIONS/ SHGS,,COMMUNITY DEVELOPMENT/ INFRASTRUCTURE/ SOCIAL WELFARE/ CHILD WELFARE,5.22,20.45,,20.45,,,"GUJARAT (GIR SOMNATH),UTTAR PRADESH (AMETHI),WEST BENGAL (24 PARGANAS)"
ABIRLANUVO,ADITYA BIRLA NUVO LTD.,NATURAL RESOURCE CONSERVATION PROGRAMS & NON-CONVENTIONAL ENERGY: BIO GAS SUPPORT PROGRAMME; SOLAR ENERGY SUPPORT; OTHER ENERGY EFFICIENT SUPPORTS; PLANTATIONS; SOIL CONSERVATION; LAND DEVELOPMENT; WATER CONSERVATION AND HARVESTING STRUCTURES; DEVELOPMENT OF COMMON PASTURE LAND;,,SCHEDULE VII (IV),9.74,2.53,,2.53,,,"GUJARAT (GIR SOMNATH),UTTAR PRADESH (AMETHI)"
